contact_fraction,flat_name,frames,in_place_locomotion,inverted_fraction,median_foot_xy_span_m,mtime_ns,prone_fraction,reason,root_xy_span_m,size,source,status,terrain_span_m
0.26141078838174275,-01_L_1_stageii.npz,241,False,0.0,9.848066975396641,1626646911000000000,0.0,nonflat_or_stairs,9.802171276156393,2148985,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-01_L_1_stageii.npz,reject,0.13231371343135825
0.14814814814814814,-01_L_1_stageii__d2326db2b1.npz,270,False,0.0,11.73301222868054,1626646917000000000,0.0,nonflat_or_stairs,11.608080426921413,2404729,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/288/-01_L_1_stageii.npz,reject,0.13945562243461607
0.17045454545454544,-01_L_2_stageii.npz,176,False,0.0,9.148937280772522,1626646911000000000,0.0,nonflat_or_stairs,9.140161032529505,1568233,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-01_L_2_stageii.npz,reject,0.1316992104053496
0.15283842794759825,-01_L_2_stageii__a438874088.npz,229,False,0.0,12.163281445922216,1626646917000000000,0.0,nonflat_or_stairs,12.269845517899562,2034433,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/288/-01_L_2_stageii.npz,reject,0.1368601034084954
0.1711229946524064,-01_R_1_stageii.npz,187,False,0.0,9.766390169977601,1626646911000000000,0.0,nonflat_or_stairs,9.538591500765142,1669465,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-01_R_1_stageii.npz,reject,0.12639290193716685
0.16299559471365638,-01_R_1_stageii__e4b66d7548.npz,227,False,0.0,12.129937536993449,1626646917000000000,0.0,nonflat_or_stairs,12.074386808362073,2023777,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/288/-01_R_1_stageii.npz,reject,0.14463080068429301
0.22077922077922077,-01_R_2_stageii.npz,231,False,0.0,9.528688053997472,1626646911000000000,0.0,nonflat_or_stairs,9.45569324560043,2055745,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-01_R_2_stageii.npz,reject,0.11901458799839018
0.16532258064516128,-01_R_2_stageii__47a4eead1a.npz,248,False,0.0,12.883512015219122,1626646918000000000,0.0,nonflat_or_stairs,12.795315961929807,2207593,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/288/-01_R_2_stageii.npz,reject,0.14460245370864844
0.16267942583732056,-03_L_1_stageii.npz,209,False,0.0,10.045960941052742,1626646911000000000,0.0,nonflat_or_stairs,9.853508081863708,1858609,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-03_L_1_stageii.npz,reject,0.1233977019786833
0.15137614678899083,-03_L_1_stageii__04f675c0b0.npz,218,False,0.0,11.555133778961604,1626646918000000000,0.0,nonflat_or_stairs,11.677316060895391,1938529,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/288/-03_L_1_stageii.npz,reject,0.1232546915610631
0.2903225806451613,-03_L_2_stageii.npz,217,False,0.0,8.66381905650359,1626646911000000000,0.0,nonflat_or_stairs,8.683750840422261,1930537,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-03_L_2_stageii.npz,reject,0.11337551474571232
0.14410480349344978,-03_L_2_stageii__f511f12abb.npz,229,False,0.0,12.168624005432886,1626646918000000000,0.0,nonflat_or_stairs,12.239087023965286,2034433,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/288/-03_L_2_stageii.npz,reject,0.12473531067371366
0.215311004784689,-03_R_1_stageii.npz,209,False,0.0,9.14728923748087,1626646912000000000,0.0,nonflat_or_stairs,9.123297914250594,1861273,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-03_R_1_stageii.npz,reject,0.117618280649185
0.1722488038277512,-03_R_1_stageii__db840dee0b.npz,209,False,0.0,10.833969014618244,1626646918000000000,0.0,nonflat_or_stairs,10.766856481479621,1858609,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/288/-03_R_1_stageii.npz,reject,0.1369015524784722
0.18947368421052632,-03_R_2_stageii.npz,190,False,0.0,9.142414557283626,1626646912000000000,0.0,nonflat_or_stairs,9.061960530999594,1688113,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-03_R_2_stageii.npz,reject,0.14176568488279978
0.15901060070671377,-03_R_2_stageii__6830027bd1.npz,283,False,0.0,12.333113634892458,1626646918000000000,0.0,nonflat_or_stairs,12.33299446555921,2521945,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/288/-03_R_2_stageii.npz,reject,0.1282297174135842
0.15656565656565657,-08_L_1_stageii.npz,198,False,0.0,10.006687978796482,1626646912000000000,0.0,nonflat_or_stairs,10.069779296879657,1762705,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-08_L_1_stageii.npz,reject,0.15081152220567032
0.2892561983471074,-08_L_2_stageii.npz,242,False,0.0,9.791532934002621,1626646912000000000,0.0,nonflat_or_stairs,9.855486386639354,2151649,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-08_L_2_stageii.npz,reject,0.125434116522471
0.16363636363636364,-08_L_2_stageii__9c7584e9ea.npz,220,False,0.0,11.63316009017414,1626646919000000000,0.0,nonflat_or_stairs,11.487979240959028,1962505,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/288/-08_L_2_stageii.npz,reject,0.14094860156377137
0.19665271966527198,-08_R_1_stageii.npz,239,False,0.0,9.619218805594508,1626646912000000000,0.0,nonflat_or_stairs,9.591661317722018,2125009,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-08_R_1_stageii.npz,reject,0.10056457122166944
0.13821138211382114,-08_R_1_stageii__4ec3232e27.npz,246,False,0.0,12.79265349547665,1626646919000000000,0.0,nonflat_or_stairs,12.730105587483058,2186281,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/288/-08_R_1_stageii.npz,reject,0.1376847982406614
0.25210084033613445,-08_R_2_stageii.npz,238,False,0.0,9.432299730263246,1626646913000000000,0.0,nonflat_or_stairs,9.533364864194583,2122345,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-08_R_2_stageii.npz,reject,0.1268789281447727
0.17842323651452283,-08_R_2_stageii__b10a4001e6.npz,241,False,0.0,12.068168009652215,1626646919000000000,0.0,nonflat_or_stairs,12.13536314429953,2140993,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/288/-08_R_2_stageii.npz,reject,0.15081170201301544
0.27848101265822783,-12_L_1_stageii.npz,237,False,0.0,9.462071879112049,1626646913000000000,0.0,nonflat_or_stairs,9.528473461889062,2109025,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-12_L_1_stageii.npz,reject,0.11615694463252998
0.18421052631578946,-12_L_1_stageii__18e8d02517.npz,266,False,0.0,11.26811108051401,1626646919000000000,0.0,nonflat_or_stairs,11.232194598740442,2364769,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/288/-12_L_1_stageii.npz,reject,0.12543122768402096
0.1837837837837838,-12_L_2_stageii.npz,185,False,0.0,9.474462044926781,1626646913000000000,0.0,nonflat_or_stairs,9.47826550492871,1645489,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-12_L_2_stageii.npz,reject,0.14759975373744955
0.15384615384615385,-12_L_2_stageii__e410b9411f.npz,247,False,0.0,12.25698346815452,1626646919000000000,0.0,nonflat_or_stairs,12.18332831150025,2194273,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/288/-12_L_2_stageii.npz,reject,0.13503915071487416
0.2445414847161572,-12_R_1_stageii.npz,229,False,0.0,9.448122707904139,1626646913000000000,0.0,nonflat_or_stairs,9.482289940153587,2034433,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-12_R_1_stageii.npz,reject,0.11577278375625583
0.1572052401746725,-12_R_1_stageii__d8e9a88cd1.npz,229,False,0.0,11.757947206783651,1626646920000000000,0.0,nonflat_or_stairs,11.665037305497851,2039761,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/288/-12_R_1_stageii.npz,reject,0.13884586493174222
0.21311475409836064,-12_R_2_stageii.npz,183,False,0.0,8.049287741532938,1626646913000000000,0.0,nonflat_or_stairs,7.905828460053875,1629505,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/283/-12_R_2_stageii.npz,reject,0.1207578331232068
0.16666666666666666,-12_R_2_stageii__a307ad0c00.npz,216,False,0.0,11.597512260590182,1626646920000000000,0.0,nonflat_or_stairs,11.571021165477752,1922545,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/CNRS/CNRS/288/-12_R_2_stageii.npz,reject,0.1456359853347141
1.0,0000_motorcycle_stageii.npz,118,False,0.0,0.0006182144085375093,1627077842000000000,0.0,ok,0.007045988398742963,1258723,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/BMLrub/BMLrub/rub014/0000_motorcycle_stageii.npz,accept,0.031445786356925964
0.8395061728395061,0000_normal_walk1_stageii.npz,162,True,0.0,0.7098653208109037,1627077990000000000,0.0,nonflat_or_stairs,0.05431127803808423,1732915,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/BMLrub/BMLrub/rub040/0000_normal_walk1_stageii.npz,reject,0.11158759891986844
0.8024691358024691,0000_normal_walk1_stageii__6fe867cb5c.npz,81,True,0.0,0.9574572359583066,1627078466000000000,0.0,nonflat_or_stairs,0.03858532650691395,861787,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/BMLrub/BMLrub/rub113/0000_normal_walk1_stageii.npz,reject,0.16068537831306456
1.0,0000_treadmill_norm_stageii.npz,437,True,0.0,0.6932218876197209,1627336956000000000,0.0,ok,0.05416282057684227,4655323,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/BMLrub/BMLrub/rub001/0000_treadmill_norm_stageii.npz,accept,0.09162229895591728
0.9068413391557496,0000_treadmill_norm_stageii__00d40d081c.npz,687,True,0.0,0.7739576287766252,1627078258000000000,0.0,nonflat_or_stairs,0.07455068090760548,7324651,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/BMLrub/BMLrub/rub080/0000_treadmill_norm_stageii.npz,reject,0.11630681157112122
1.0,0000_treadmill_norm_stageii__030899d58f.npz,747,True,0.0,0.5225648399892587,1627077974000000000,0.0,ok,0.054754980392258575,7958683,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/BMLrub/BMLrub/rub038/0000_treadmill_norm_stageii.npz,accept,0.06451008319854733
1.0,0000_treadmill_norm_stageii__03a19a0926.npz,540,True,0.0,0.5537520052162419,1627077882000000000,0.0,ok,0.047245343156389084,5752891,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/BMLrub/BMLrub/rub022/0000_treadmill_norm_stageii.npz,accept,0.08646976053714751
1.0,0000_treadmill_norm_stageii__0639ee147f.npz,801,True,0.0,0.6312796225531955,1627078193000000000,0.0,ok,0.05356113533308059,8539435,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/BMLrub/BMLrub/rub071/0000_treadmill_norm_stageii.npz,accept,0.08460276424884791
0.9232804232804233,0000_treadmill_norm_stageii__08b30ce4c3.npz,756,True,0.0,0.7400710463761067,1627078456000000000,0.0,ok,0.053528050628280345,8059915,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/BMLrub/BMLrub/rub110/0000_treadmill_norm_stageii.npz,accept,0.09362448751926422
0.831081081081081,0000_treadmill_norm_stageii__08d8ba5784.npz,444,True,0.0,0.762440010200256,1627077802000000000,0.0,nonflat_or_stairs,0.056681781467248504,4737907,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/BMLrub/BMLrub/rub006/0000_treadmill_norm_stageii.npz,reject,0.10867049396038056
1.0,0000_treadmill_norm_stageii__0a41e97699.npz,646,True,0.0,0.6968934166444706,1627078164000000000,0.0,ok,0.06099435188885618,6885091,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/BMLrub/BMLrub/rub067/0000_treadmill_norm_stageii.npz,accept,0.08476597666740418
0.9968602825745683,0000_treadmill_norm_stageii__0c731412e1.npz,637,True,0.0,0.6542822684863775,1627078251000000000,0.0,ok,0.05784229600701837,6789187,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/BMLrub/BMLrub/rub079/0000_treadmill_norm_stageii.npz,accept,0.09215808510780332
1.0,0000_treadmill_norm_stageii__12fe4bbf9b.npz,790,True,0.0,0.7052756106183113,1627078393000000000,0.0,ok,0.07609857608266138,8416891,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/BMLrub/BMLrub/rub100/0000_treadmill_norm_stageii.npz,accept,0.09128383696079251
1.0,0000_treadmill_norm_stageii__186de61903.npz,425,True,0.0,0.6402869369108912,1627077793000000000,0.0,ok,0.08460707430807281,4527451,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/BMLrub/BMLrub/rub004/0000_treadmill_norm_stageii.npz,accept,0.07234562933444968
1.0,0000_treadmill_norm_stageii__196508e6b5.npz,832,True,0.0,0.6384009335571057,1627078443000000000,0.0,ok,0.060372926981322454,8872435,/home/user/桌面/humanoid_motion_sources/on_use/smplx/amass/BMLrub/BMLrub/rub108/0000_treadmill_norm_stageii.npz,accept,0.08488590121269225
